fileName,deviceName,startDateTime,modifiedOn,message,status,Root_cause_of_failure,Action_taken_to_solve,Exception_Type
assingment,DESKTOP-56OTK9I,2021-10-04T07:15:26.629566900Z,2021-10-04T07:15:47.766924100Z,"{message:There was a problem at line 8\n,details:This may be due to the following reason:\n\n    Unable to perform SETTEXT action. CLIENT is unavailable.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
323321231,DESKTOP-56OTK9I,2021-10-01T09:40:11.441774300Z,2021-10-01T09:40:43.687045600Z,"{message:There was a problem at line 9\n,details:This may be due to the following reason:\n\n    Cannot find window or application titled 'Search' that was open during recording\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to auto resolve the selector error and send email notification ,Application exception
data-table,DESKTOP-56OTK9I,2021-10-11T05:00:47.758830600Z,2021-10-11T05:00:48.402364600Z,"{message:There was a problem at line 9\n,details:This may be due to the following reason:\n\n    Invalid argument supplied to 'table', index '0' is invalid or out of bound.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T10:35:07.473341200Z,2021-09-28T10:35:16.465963600Z,"{message:There was a problem at line 9\n,details:This may be due to the following reason:\n\n    The excel worksheet contains any/all of the following:\n- Empty header(s)\n- Duplicate header name(s)\n- Invalid cell ranges.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,Selector Error,Rerun the bot as a standard first level of action  to resolve the selector error ,Application exception
Contact Creation in Salesforce-Idexcel,DESKTOP-MOK7P83,2021-10-21T14:37:56.244243800Z,2021-10-21T14:38:37.150993Z,"{message:There was a problem at line 9\n,details:This may be due to the following reason:\n\n    Unable to find 'C:\\Users\\a825227\\Documents\\Automation Anywhere Files\\Automation Anywhere\\My Tasks\\Bot Store\\Customer Contact Creation In Salesforce-Idexcel\\Input Folder\\Contact Information.xlsx'. It may have been moved, renamed, or deleted. Check the file location and try again. If the problem persists, contact your system administrator.\n\n,correctiveAction:To continue, edit the bot and fix the error. Then, try again.\n\n\nIf you continue to see this message, please contact your system administrator.,code:bot.execution.error}",RUN_FAILED,File Error,Check and copy the missing files used by bot and reran the bot,Internal exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:46:55.228719100Z,2021-09-28T06:46:56.135456300Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:39:31.491084500Z,2021-09-28T06:39:32.379635400Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:37:33.759116Z,2021-09-28T06:37:34.896596100Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:21:50.464333Z,2021-09-28T06:21:52.054184100Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:10:34.780641200Z,2021-09-28T06:10:36.294431300Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:06:58.986163900Z,2021-09-28T06:06:59.847664Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:04:41.849663600Z,2021-09-28T06:04:43.456304300Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T06:02:20.945394400Z,2021-09-28T06:02:21.708551900Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T05:59:58.510275600Z,2021-09-28T05:59:59.288267400Z,"{message:Unable to download the bot or the dependencies to the device,details:This may be due to multiple reasons. To continue, please\n\n1. Make sure that there are no errors with the dependencies\n2. Make sure there is enough disk space on the device for the bot and all of the dependencies\n3. Make sure proxy configuration is setup to allow this download URL from this device.\nThen, try to run the bot again.\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:download.error}",DEPLOY_FAILED,Dependency Error,Download the dependencies and reran the bot,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T09:53:21.522614600Z,2021-09-28T09:53:22.679270700Z,"{message:User not logged into the machine.,details:This may be due to multiple reasons.\n\n1. Check that your username and domain name is correct in the provided device login credentials.\n2. Login into the machine as that user before running the bot.\n3. Some other user may have logged into the machine.\n\n\n\nIf you continue to see this message, please contact your system administrator.,correctiveAction:,code:user.not.logged.in}",DEPLOY_FAILED,User account issue,Reset the password on machine log-in details,System exception
